dealer_name,address,city,state,zip,phone,website
Autostar Subaru of Silverthorne,171 W. 9th St.,Silverthorne,CO,80498,(970) 262-9488,https://www.autostarsubaru.com/
Cook Subaru,1955 Curve Court,Steamboat Springs,CO,80487,(970) 879-3900,https://www.cooksubaru.com/
Dellenbach Subaru,3103 S College Ave,Fort Collins,CO,80525,(970) 226-3100,https://www.dellenbachsubaru.com/
Flatirons Subaru,5995 Arapahoe Ave,Boulder,CO,80303,(303) 443-0114,https://flatironssubaru.com/
Flower Subaru,1760 N Townsend Ave,Montrose,CO,81401,(970) 249-9690,https://flowermotorsubaru.com/
Grand Junction Subaru,651 Market Street,Grand Junction,CO,81505,(970) 241-2414,https://www.rockymtnsubaru.com/
Groove Subaru,5300 S Broadway,Englewood,CO,80113,(720) 726-1755,https://www.groovesubaru.com/
Heuberger Subaru,1080 Motor City Dr,Colorado Springs,CO,80905,(719) 475-1920,https://bestbuysubaru.com/
Mike Shaw Subaru,1650 W 104th Ave.,Thornton,CO,80234,(303) 438-7500,https://www.mikeshawsubaru.com/
Mike Shaw Subaru Greeley,4720 W 24th St.,Greeley,CO,80634,(970) 353-7707,https://www.greeleysubaru.com/
Morehart Murphy Subaru,450 Wilson Gulch Drive,Durango,CO,81301,(970) 247-2121,https://www.morehartmurphysubaru.com/
Phil Long Glenwood Springs Subaru,175 Storm King Road,Glenwood Springs,CO,81601,(970) 945-7447,https://www.gwsubaru.com/
Schomp Subaru,580 S. Havana Street,Aurora,CO,80012,(720) 650-6881,https://schompsubaru.co/
Subaru of Loveland,3930 Byrd Dr,Loveland,CO,80538,(970) 622-1019,https://www.subaruofloveland.com/
Subaru of Pueblo,2125 US Hwy 50 W,Pueblo,CO,81008,(719) 545-9955,https://www.subaruofpueblo.com/
Valley Subaru of Longmont,1800 Industrial Circle,Longmont,CO,80501,(303) 776-5400,https://www.valleysubaru.com/
Bertera Subaru of Hartford,111 Weston St,Hartford,CT,06120,(860) 895-6500,https://www.berteramotors.com/
Colonial Subaru,89 Newtown Rd,Danbury,CT,06810,(203) 744-8383,https://www.colonialsubaruct.com/
Dan Perkins Subaru,143 Boston Post Road,Milford,CT,06460,(203) 882-5686,https://www.danperkinssubaru.com/
Garavel Subaru,520 Main Ave.,Norwalk,CT,06851,(203) 642-0620,https://www.norwalksubaru.com/
Gengras Subaru Torrington,45 Winsted Rd,Torrington,CT,06790,(860) 489-1301,https://www.gengrassubaru.com/
Holmgren Subaru,3 New Park Avenue,North Franklin,CT,06254,(860) 889-2651,https://www.holmgrensubaru.com/
Mitchell Subaru,91 Albany Turnpike,Canton,CT,06019,(860) 693-7723,https://www.mitchellsubaru.com/
Premier Subaru,155 North Main St,Branford,CT,06405,(203) 481-0687,https://www.premiersubaru.com/
Premier Subaru Middlebury,1660 Straits Turnpike,Middlebury,CT,06762,(860) 274-8866,https://www.premiersubarumiddlebury.com/
Quality Subaru,711 N Colony Rd,Wallingford,CT,06492,(203) 949-1104,https://www.qualitysubaru.com/
Reynolds' Subaru,268 Hamburg Rd,Lyme,CT,06371,(860) 434-0028,https://www.reynoldssubaru.com/
Schaller Subaru,34 Frontage Rd,Berlin,CT,06037,(860) 632-1112,https://www.schallersubaru.com/
Secor Subaru,501 Broad St,New London,CT,06320,(860) 442-2323,https://www.secorsubaru.com/
Subaru Stamford,198 Baxter Ave,Stamford,CT,06902,(203) 252-2222,https://www.stamfordsubaru.com/
Suburban Subaru,14 Hartford Tpke,Vernon,CT,06066,(860) 649-6550,https://www.suburbansubaru.com/
Delaware Subaru,1717 Pennsylvania Ave,Wilmington,DE,19806,(302) 656-3100,https://www.delawaresubaru.com/
Ourisman Tri-State Subaru,255 East Cleveland Avenue,Newark,DE,19711,(302) 453-9900,https://www.tristatesubaru.com/
Winner Subaru,1387 N Dupont Hwy,Dover,DE,19901,(302) 734-4761,https://www.winnersubaru.com/
Anderson Subaru,7050 Pensacola Blvd,Pensacola,FL,32505,(850) 438-2227,https://www.andersonsubaru.com/
Bert Smith Subaru,3333 38th Ave N,Saint Petersburg,FL,33713,(727) 527-1111,https://www.bertsmithsubaru.com/
Coconut Creek Subaru,4980 N State Road 7,Coconut Creek,FL,33073,(954) 283-1000,https://www.coconutcreeksubaru.com/
Conley Subaru,816 Cortez Rd W,Bradenton,FL,34207,(941) 751-9900,https://conleysubaru.com/
Dyer Subaru,999 US Highway 1,Vero Beach,FL,32960,(772) 569-6060,https://www.dyersubaru.com/
Fitzgerald Countryside Subaru,27365 US Highway 19 N,Clearwater,FL,33761,(727) 799-1800,https://www.fitzgeraldsubaru.com/
Hanania Subaru,6400 Blanding Blvd.,Jacksonville,FL,32244,(904) 777-1800,https://www.hananiasubaru.com/
Jenkins Subaru of Ocala,5820 SW COLLEGE RD,OCALA,FL,34474,(352) 629-7299,https://www.jenkinssubaruofocala.com/
North Fort Lauderdale Subaru,6606 N Andrews Ave,Fort Lauderdale,FL,33309,(754) 307-4001,https://www.northfortlauderdalesubaru.com/
Opening Soon ---Doral Subaru,9301 NW 12th St,Doral,FL,33132,(786) 462-8100,
Proctor Subaru,"1707 Capital Circle, N.E.",Tallahassee,FL,32308,(850) 702-5678,https://www.proctorsubaru.com/
Sarasota Subaru,7611 S. Tamiami Trail,Sarasota,FL,34231,(941) 925-1234,https://www.sarasotasubaru.com/
Schumacher Subaru,3021 Okeechobee Blvd,West Palm Beach,FL,33409,(561) 615-3200,https://www.westpalmsubaru.com/
Schumacher Subaru of Delray,2102 South Federal Hwy,Delray Beach,FL,33483,(561) 454-1800,https://www.schumachersubaruofdelray.com/
Sport Subaru,1800 N John Young Pkwy,Orlando,FL,32804,(407) 291-1448,https://www.sportsubaru.com/
Sport Subaru South,9951 South Orange Blossom Trail,Orlando,FL,32837,(407) 985-5500,https://sportsubarusouth.com/
Step One Subaru Fort Walton Beach,916 Beal Parkway,Fort Walton Beach,FL,32547,(850) 280-6200,https://subaruftwaltonbeach.com/
Subaru Lakeland,5212 S Florida Ave,Lakeland,FL,33813,(863) 646-5052,https://subarulakeland.com/
Subaru North Orlando,4113 S Orlando Drive,Sanford,FL,32773,(321) 206-1792,https://subarunorthorlando.com/
Subaru South Tampa,6402 W Hillsborough Ave,Tampa,FL,33634,(813) 884-7513,https://subarusouthtampa.com/
Subaru of Daytona,670 N Tomoka Farms Road,Daytona Beach,FL,32124,(386) 255-2252,https://www.subaruofdaytona.com/
Subaru of Fort Myers,2900 Colonial Blvd,Fort Myers,FL,33966,(239) 237-1548,https://subaruoffortmyers.com/
Subaru of Gainesville,4025 North Main Street,Gainesville,FL,32609,(352) 872-5113,https://www.subarugainesville.com/
Subaru of Jacksonville,1717 St. Johns Bluff Rd S,Jacksonville,FL,32246,(904) 641-6455,https://www.subaruofjacksonville.com/
Subaru of Melbourne,4340 W New Haven Ave,Melbourne,FL,32904,(321) 768-8020,https://www.subarumelbourne.com/
Subaru of Naples,1411 Solana Rd,Naples,FL,34103,(239) 430-4000,https://www.devoesubaruofnaples.com/
Subaru of North Miami,21300 NW 2nd Ave.,Miami,FL,33169,(305) 653-7111,https://www.subaruofnorthmiami.com/
Subaru of North Tampa,11111 North Florida Avenue,Tampa,FL,33612,(813) 933-2811,https://www.subaruofnorthtampa.com/
Subaru of Pembroke Pines,16100 Pines Blvd,Pembroke Pines,FL,33027,(954) 443-2575,https://subaruofpembrokepines.com/
Subaru of Port Richey,11613 U.S. Highway 19,Port Richey,FL,34668,(727) 862-9044,https://www.subaruofportrichey.com/
Subaru of Wesley Chapel,26570 Silver Maple Parkway,Wesley Chapel,FL,33544,(813) 575-8981,https://www.subaruwesleychapel.com/
Villages Subaru,8730 US Highway 441,Leesburg,FL,34788,(352) 435-9350,https://www.villagessubaru.com/
Chatham Subaru,100 Kita Avenue,Pooler,GA,31322,(912) 231-2020,https://www.cpsubaru.com/
Classic Subaru - Atlanta,7700 Roswell Rd,Atlanta,GA,30350,(770) 394-9100,https://www.classicsubaruofatlanta.com/
Gerald Jones Subaru,4022 Washington Rd,Martinez,GA,30907,(706) 228-7600,https://www.geraldjonessubaru.com/
Group 1 Subaru Rivertown,1661 Whittlesey Rd,Columbus,GA,31904,(706) 320-0819,https://group1subarurivertown.com/
Hughes Subaru,3010 Atlanta Highway,Athens,GA,30606,(706) 715-6300,https://hughessubaru.com/
O'Steen Subaru of Valdosta,4140 N. Valdosta Rd.,Valdosta,GA,31602,(229) 242-9920,https://www.osteensubaru.com/
Subaru of Decatur,1950 Orion Drive,Decatur,GA,30033,(404) 248-1888,https://www.subaruofdecatur.com/
Subaru of Gwinnett,2950 Satellite Blvd,Duluth,GA,30096,(678) 475-3500,https://www.subaruofgwinnett.com/
Subaru of Kennesaw,905 Ernest Barrett Pkwy NW,Kennesaw,GA,30144,(770) 419-9800,https://www.subaruofkennesaw.com/
Subaru of Macon,4775 Riverside Dr,Macon,GA,31210,(478) 254-2842,https://www.subaruofmacon.com/
Subaru of Newnan,705 Newnan Crossing Bypass,Newnan,GA,30265,(470) 414-1885,https://subarunewnan.net/
Troncalli Subaru,820 Atlanta Hwy,Cumming,GA,30040,(678) 341-4200,https://www.troncallisubaru.com/
C & S Subaru,812 Washington St,Waterloo,IA,50702,(319) 291-7321,https://www.candssubaru.com/
Dave Wright Subaru,999 Boyson Rd,Hiawatha,IA,52233,(319) 393-0640,https://www.davewrightsubaru.com/
Jensen Subaru,3909 Stadium Dr,Sioux City,IA,51106,(712) 255-3000,https://www.jensensubaru.com/
Ramsey Subaru of Des Moines,9625 Hickman Rd.,Urbandale,IA,50322,(515) 278-6400,https://www.ramseysubaru.com/
Riley Subaru,4455 Dodge St,Dubuque,IA,52003,(563) 588-2326,https://www.rileysubaru.net/
Larry H. Miller Subaru Boise,11196 WEST FAIRVIEW AVE,BOISE,ID,83713,(208) 947-6300,https://www.boisesubaru.com/
Parker Subaru,314 W Clayton Ave,Coeur D Alene,ID,83815,(208) 415-0555,https://parkersubaru.com/
Phil Meador Subaru,1437 YELLOWSTONE AVENUE,POCATELLO,ID,83201,(208) 237-7800,https://www.philmeadorsubaru.com/
Rogers Subaru,1720 21st Street,Lewiston,ID,83501,(208) 743-2700,https://www.rogerssubaru.com/
Stateline Auto Ranch Subaru,900 N Whitley Dr,Fruitland,ID,83619,(208) 452-3900,https://statelineautoranchsubaru.com/
Treasure Valley Subaru,5605 East Gate Blvd,Nampa,ID,83687,(208) 475-3131,https://tvsubaru.com/
Twin Falls Subaru,1725 Park View Dr,Twin Falls,ID,83301,(208) 734-8860,https://twinfalls-subaru.com/
Wackerli Subaru,1050 N. Woodruff Avenue,Idaho Falls,ID,83401,(208) 524-1500,https://www.wackerlisubaru.com/
Berman Subaru of Chicago,4330 W Irving Park Rd,Chicago,IL,60641,(773) 286-6000,https://www.subaruchicago.com/
Brilliance Subaru,1500 N Randall Rd,Elgin,IL,60123,(224) 281-4300,https://www.brilliancesubaru.com/
Castle Subaru of McHenry,1121 S IL Route 31,McHenry,IL,60050,(815) 385-2100,https://www.castlesubarumchenry.com/
Gerald Subaru,2379 Aurora Avenue,Naperville,IL,60540,(630) 355-3900,https://www.geraldsubarunaperville.com/
Gerald Subaru of North Aurora,205 Hansen Blvd.,North Aurora,IL,60542,(630) 907-0205,https://www.geraldsubarunorthaurora.com/
Grand Subaru,125 W. Grand Ave.,Bensenville,IL,60106,(630) 595-0250,https://www.grandsubaru.com/
Green Subaru,3861 Wabash Ave,Springfield,IL,62711,(217) 522-1222,https://www.greensubaruspringfield.com/
Hawk Subaru,2401 S Rt 59,Plainfield,IL,60586,(815) 725-7110,https://www.hawksubaru.com/
International Subaru,8031 W 159th St,Tinley Park,IL,60477,(708) 342-0400,https://www.subaruoforlandpark.com/
Liberty Subaru,1000 E Park Ave,Libertyville,IL,60048,(847) 362-2683,https://drivelibertysubaru.com/
Marion Subaru,3209 W. De Young,Marion,IL,62959,(618) 969-8692,https://www.marionsubaru.com/
McGrath Evanston Subaru,3340 Oakton St,Skokie,IL,60076,(847) 869-5700,https://www.evanstonsubaru.com/
McLaughlin Subaru,4101 41st St,Moline,IL,61265,(309) 797-5654,https://www.mclaughlinsubaru.com/
Muller Subaru,1350 Park Ave West,Highland Park,IL,60035,(847) 433-7900,https://mullersubaru.com/
Napleton Subaru,505 N Perryville Rd,Rockford,IL,61107,(815) 398-0505,https://www.napletonsubaru.com/
Napleton's Palatine Subaru,1911 N. Rand Rd,Palatine,IL,60074,(847) 255-5700,https://palatinesubaru.com/
Napleton's Schaumburg Subaru,911 W Higgins Rd,Schaumburg,IL,60195,(847) 884-6000,https://napletonsschaumburgsubaru.com/
Serra Subaru Champaign,1402 N Dunlap Ave,Savoy,IL,61874,(217) 352-4700,https://serrasubaruchampaign.com/
Subaru Evergreen Park,3101 W 95th St,Evergreen Park,IL,60805,(708) 930-7001,https://www.subaruevergreenpark.com/
Subaru of Bloomington Normal,1430 E. Fort Jesse Rd,Normal,IL,61761,(309) 319-2329,https://www.subarubloomingtonnormal.com/
The Autobarn Subaru of Countryside,6191 Joliet Rd,Countryside,IL,60525,(708) 497-3999,https://www.theautobarnsubaru.com/
Uftring Subaru,500 Fairlane Dr,East Peoria,IL,61611,(309) 694-0700,https://subarupeoria.com/
Castle Subaru,6100 US HIGHWAY 6,PORTAGE,IN,46368,(219) 764-5020,https://www.castlesubaru.com/
Dreyer & Reinbold Subaru,1301 US 31 South,Greenwood,IN,46143,(317) 885-4800,https://www.dreyerreinboldsubaru.com/
Gurley Leep Subaru,5302 N Grape Rd,Mishawaka,IN,46545,(574) 272-0990,https://www.gurleyleepsubaru.com/
Romain Subaru,7605 E. Virginia Street,Evansville,IN,47715,(812) 479-5300,https://www.romainsubaru.com/
Royal Subaru,3333 E 3rd St,Bloomington,IN,47401,(812) 332-9251,https://www.royaleastsubaru.com/
Speedway Subaru,1930 W. 16th Street,Indianapolis,IN,46202,(317) 263-0002,https://www.speedwaysubaru.com/
Tom Wood Subaru,3300 E 96th St,Indianapolis,IN,46240,(317) 805-7775,https://www.tomwoodsubaru.com/
Zeigler Subaru of Fort Wayne,502 W Coliseum Blvd,Fort Wayne,IN,46808,(260) 918-7940,https://www.zeiglersubaruoffortwayne.com/
Zeigler Subaru of Lafayette,1600 South Creasy LN,Lafayette,IN,47905,(765) 449-8100,https://www.zeiglersubaruoflafayette.com/
Zeigler Subaru of Schererville,6000 W. Lincoln Highway,Schererville,IN,46375,(219) 756-7900,https://www.zeiglersubaruofschererville.com/
Briggs Subaru of Topeka,3115 S Kansas Ave,Topeka,KS,66611,(785) 267-2390,https://www.briggssubarutopeka.com/
McCarthy Subaru of Lawrence,2101 W. 29th Terrace,Lawrence,KS,66047,(785) 856-8889,https://www.mccarthysubaruoflawrence.com/
Salina Subaru,2222 S Ninth St,Salina,KS,67401,(785) 827-4451,https://www.salinasubaru.com/
Subaru of Olathe,16540 W. 119th St,Olathe,KS,66061,(816) 384-0616,https://subaruofolathe.com/
Subaru of Wichita,11610 E Kellogg Dr,Wichita,KS,67207,(316) 264-7777,https://subaruofwichita.com/
Bachman Subaru,9800 Bluegrass Pkwy,Louisville,KY,40299,(502) 719-7300,https://bachmansubaru.net/
Joseph Subaru,7600 Industrial Rd,Florence,KY,41042,(859) 938-0100,https://www.josephsubaru.com/
Neil Huffman Subaru,4916 Dixie Hwy,Louisville,KY,40216,(502) 448-6666,https://www.neilhuffmansubaru.com/
Quantrell Subaru,1450 E New Circle Rd,Lexington,KY,40509,(859) 268-2161,https://quantrellsubaru.com/
Baldwin Subaru,1730 N Highway 190,Covington,LA,70433,(985) 892-2203,https://www.baldwinsubaru.com/
Bryan Subaru,8305 Airline Dr,Metairie,LA,70003,(504) 466-6000,https://www.bryansubaru.com/
Giles Subaru,100 Town Center Parkway,Lafayette,LA,70503,(337) 988-2277,https://www.gilessubaru.com/
Harvey Subaru,3351 Benton Rd,Bossier City,LA,71111,(318) 741-1337,https://harveysubaru.com/
Subaru of Baton Rouge,13399 Airline Hwy,Baton Rouge,LA,70817,(225) 650-2150,https://subarubr.com/
Atlantic Subaru,124 Waterhouse Rd,Bourne,MA,02532,(508) 759-5000,https://www.atlanticsubaru.com/
AutoFair Subaru,503 Broadway,Haverhill,MA,01832,(978) 519-8300,https://www.autofairsubaru.com/
Balise Subaru of Hadley,315 Russell Street,Hadley,MA,01035,(413) 584-5355,https://www.balisesubaruhadley.com/
Bertera Subaru,499 Riverdale St,West Springfield,MA,01089,(413) 734-4964,https://www.berterasubaru.com/
Cityside Subaru,790 Pleasant St.,Belmont,MA,02478,(617) 826-5000,https://www.citysidesubaru.com/
Clay Subaru,842 Providence Hwy,Norwood,MA,02062,(781) 762-2400,https://www.claysubaru.com/
Copeland Subaru Hyannis,95 Falmouth Road,Hyannis,MA,02601,(508) 778-5066,https://www.copelandsubaruhyannis.com/
Haddad Subaru,652 East St,Pittsfield,MA,01201,(413) 442-1584,https://www.haddadsubaru.com/
Imperial Subaru,551 S Washington Street,North Attleboro,MA,02760,(774) 203-4500,https://www.imperialsubaru.com/
Ira Subaru,97 Andover St,Danvers,MA,01923,(978) 739-8850,https://www.irasubaru.com/
Long Subaru,7 Sutton Rd,Webster,MA,01570,(508) 943-7070,https://www.longsubaru.com/
Mastria Subaru,1255 New State Highway,Raynham,MA,02767,(508) 880-9799,https://www.mastriasubaru.com/
McGovern Subaru of Acton,11 Nagog Park,Acton,MA,01720,(978) 897-1128,https://www.mcgovernsubaruofacton.com/
MetroWest Subaru,948 Worcester Rd,Natick,MA,01760,(508) 651-2000,https://www.metrowestsubaru.com/
North End Subaru,757 Chase Rd,Lunenburg,MA,01462,(978) 582-4911,https://www.northendsubaru.com/
North Reading Subaru,260 Main St,North Reading,MA,01864,(978) 396-6090,https://www.northreadingsubaru.com/
Patrick Subaru,247 Boston Turnpike Rd,Shrewsbury,MA,01545,(508) 756-8364,https://www.patrickssubaru.com/
Planet Subaru,596 Washington St,Hanover,MA,02339,(781) 826-4444,https://www.planetsubaru.com/
Quirk Works Subaru,372 Quincy Ave.,Braintree,MA,02184,(781) 356-6600,https://www.quirksubaruma.com/
Stateline Subaru,1451 Brayton Point Rd,Somerset,MA,02725,(508) 676-3071,https://www.statelinesubaru.com/
Subaru of Wakefield,618 North Ave,Wakefield,MA,01880,(781) 246-3331,https://www.subaruofwakefield.com/
Annapolis Subaru,149 Old Solomons Island Rd,Annapolis,MD,21401,(443) 837-1400,https://www.annapolissubaru.com/
AutoNation Subaru Hunt Valley,9800 York Road,Cockeysville,MD,21030,(410) 630-3178,https://www.autonationsubaruhuntvalley.com/
Bel Air Subaru,1317 Bel Air Road,Bel Air,MD,21014,(410) 879-1133,https://www.belairsubaru.com/
