dealer_name,address,city,state,zip,phone,website
CENTURY BUICK GMC,3308 West Hillsborough Ave,Tampa,FL,33614,813-574-6855,https://www.centurybuickgmc.com
COAST BUICK GMC,10133 US 19,Port Richey,FL,34668,727-862-5411,https://www.coastbuickgmc.com
COGGIN BUICK-GMC OF ORANGE PARK,7245 Blanding Blvd,Jacksonville,FL,32244,904-682-9278,https://www.cogginbuickgmc.com
CONLEY BUICK GMC,800 CORTEZ RD W,Bradenton,FL,34207,941-348-6449,https://www.conleybuickgmc.com
CORAL SPRINGS BUICK GMC,9300 W ATLANTIC BLVD,Coral Springs,FL,33065,954-507-4921,https://www.coralspringsgmcbuick.com
CROWN BUICK GMC,5237 34th st n,Saint Petersburg,FL,33714,727-498-1424,https://www.crowngmcbuick.com
DALE EARNHARDT JR. BUICK GMC CADILLAC,1850 Capital Cir NE,Tallahassee,FL,32308,850-391-5472,https://www.daleearnhardtjrbuickgmc.com/
DAVID SCOTT LEE BUICK GMC,4300 S Ferdon Blvd,Crestview,FL,32536,850-683-8411,https://www.crestviewbuickgmc.com
DELRAY BUICK GMC,2400 S FEDERAL HWY,Delray Beach,FL,33483,561-778-7185,https://www.delraybuickgmc.com
DEVOE BUICK GMC,1411 Solana Rd,Naples,FL,34103,239-603-6915,https://www.devoebuickgmc.com/
"DIXIE BUICK GMC TRUCK, INC.",14565 S TAMIAMI TRAIL,Fort Myers,FL,33912,239-489-0600,https://www.dixiebg.com
"EAGLE BUICK-GMC, INC.",1275 S. Suncoast Blvd.,Homosassa,FL,34448,352-436-4797,https://www.eaglebuickgmc.com
ED MORSE SAWGRASS AUTO MALL,14351 West Sunrise Blvd.,Sunrise,FL,33323,844-385-2995,https://www.edmorsesawgrassbuickgmc.com
FERMAN BUICK GMC,24252 State Rd 54,Lutz,FL,33559,813-544-2879,https://www.fermanbuickgmc.com
FOUNTAIN BUICK GMC,8701 s obt,orlando,FL,32809,866-542-9135,https://www.fountainbuickgmctruck.com
GARBER BUICK GMC OF FT. PIERCE,5255 S US HWY 1,Fort Pierce,FL,34982,772-732-4354,https://www.garberbuickgmc.com
"GARBER CHEVROLET BUICK GMC, INC.",3340 HIGHWAY 17,Green Cove Springs,FL,32043,904-650-5629,https://www.garberautomallbuickgmc.com/
GETTEL CHEVROLET BUICK GMC,1901 Tamiami Trail,Punta Gorda,FL,33950,941-347-9911,https://www.gettelbuickgmc.com/
JACK HANANIA BUICK GMC,2250 U.S. 1,St. Augustine,FL,32086,904-850-8588,https://www.jackhananiabuickgmc.com
"KELLEY BUICK GMC, INC.",255 West Van Fleet Dr,Bartow,FL,33830,888-572-1839,https://www.kelleybuickgmc.com
KEY BUICK GMC,4660 Southside Blvd,Jacksonville,FL,32216,904-642-6060,https://www.keybuickgmc.com
LINUS CADILLAC BUICK GMC,1401 U.S. 1,Vero Beach,FL,32960,772-562-1700,https://www.linusautomotive.com
LORENZO BUICK GMC,8447 NW 12TH ST,MIAMI,FL,33126,786-801-2470,https://www.lorenzobuickgmc.com
MCKENZIE BUICK-GMC,6500 Caroline St,Milton,FL,32570,850-623-3481,https://www.mckenziemotors.com
NIMNICHT BUICK GMC,11503 Philips Hwy,JACKSONVILLE,FL,32256,904-425-0822,https://www.nimnichtbuickgmc.com/
ORANGE BUICK GMC,3883 W Colonial Dr.,Orlando,FL,32808,407-584-9070,https://www.orangebuickgmc.com
"PHILLIPS BUICK-GMC TRUCK, INC.",2160 US-441 #27,FRUITLAND PARK,FL,34731,352-728-1212,https://www.phillipsbuickgmctruck.com/
RITCHEY BUICK GMC,932 N NOVA RD,DAYTONA BEACH,FL,32117,386-867-8196,https://www.ritcheybuickgmc.com
RIVARD BUICK GMC,9740 ADAMO DR,TAMPA,FL,33619,813-620-6500,https://www.rivardbuickgmc.com
"RON ANDERSON CHEVROLET BUICK GMC, INC.",464054 E State Rd 200,Yulee,FL,32097,904-261-6821,https://www.ronandersonbuickgmc.comronandersonchevy.com
SAM BOSWELL BUICK GMC MT. DORA,17605 US Hwy 441,Mt Dora,FL,32757,352-357-4181,https://www.samboswellbuickgmcmtdora.com
SCHUMACHER BUICK GMC,3031 OKEECHOBEE BLVD,WEST PALM BEACH,FL,33409,561-693-1090,https://www.schumacherpalmbeach.com
SCHUMACHER CHEVROLET-BUICK-GMC,3720 northlake blvd.,Lake Park,FL,33403,561-760-1492,https://www.schumacherlakepark.com
"SHEEHAN BUICK GMC, INC.",2800 N. Federal Highway,LIGHTHOUSE POINT,FL,33064,754-224-3254,https://www.sheehanbuickgmc.com
STARLING BUICK GMC OF STUART,2445 SE Federal Hwy,Stuart,FL,34994,772-919-4768,https://www.starlingbuickgmcstuart.com
STEP ONE BUICK GMC PENSACOLA,5651 Pensacola Blvd,Pensacola,FL,32505,850-433-7671,https://www.buickgmcpensacola.com
SULLIVAN BUICK GMC TRUCK,4000 SW COLLEGE RD,OCALA,FL,34474,352-620-0008,https://www.ocalabuickgmc.com
SUNSET CHEVROLET-BUICK-GMC,1800 BAY RD,SARASOTA,FL,34239,941-366-7800,https://www.sunsetbuickgmc.com/
TASCA BUICK GMC,510 E NASA BLVD,MELBOURNE,FL,32901,321-247-7124,https://www.tascabuickgmcmelbourne.com
TASCA BUICK GMC CLEARWATER,18200 US HWY 19 N,CLEARWATER,FL,33764,888-241-8032,https://www.tascabuickgmcclearwater.com
TASCA BUICK GMC PALM HARBOR,30777 US HWY 19 N,PALM HARBOR,FL,34684,877-701-7890,https://www.tascabuickgmcpalmharbor.com
VERA CADILLAC BUICK GMC,300 S University Drive,Pembroke Pines,FL,33025,954-362-9458,https://www.verabuickgmc.com
WILLIAMSON BUICK GMC,7815 SW 104 Street,Miami,FL,33156,305-670-7340,https://www.williamsonautomotivegroup.com
"CAPITAL BUICK GMC, LLC",2150 Cobb Parkway SE,Smyrna,GA,30080,770-872-0704,https://www.capitalbpg.com
"CARL BLACK BUICK GMC, LLC",11225 Alpharetta Hwy,Roswell,GA,30076,888-491-7859,https://www.carlblackroswell.com/
"CARL BLACK CHEVROLET BUICK GMC, INC.",1110 Roberts Blvd NW,Kennesaw,GA,30144,888-457-2417,https://www.carlblackkennesawbuickgmc.com
COLONIAL BUICK GMC,3965 Atlanta Hwy,Loganville,GA,30052,770-962-1200,https://www.colonialgmc.com
"CRITZ, INC.",7000 Abercorn Street,Savannah,GA,31406,912-470-5373,https://www.critzbuickgmc.com
"HAYES CHEVROLET, BUICK, GMC, CADILLAC",3656 HWY 365,ALTO,GA,30510,877-255-2794,https://www.hayesbuickgmc.com
JIM ELLIS BUICK GMC,5862 PEACHTREE  BLVD.,atlanta,GA,30341,770-676-3287,https://www.jimellisbuickgmcatlanta.com
JIM ELLIS BUICK GMC MALL OF GEORGIA,3600 BUFORD DR,BUFORD,GA,30519,770-872-0884,https://www.jimellisbuickgmcmog.com
"JIM HARDMAN BUICK GMC, INC.",1592 Browns Bridge Rd,Gainesville,GA,30501,770-718-3154,https://www.hardmancars.com
JOHN MILES CHEVROLET BUICK GMC,950 Dogwood Dr,Conyers,GA,30012,678-374-4691,https://www.johnmileschevy.com
JOHN THORNTON BUICK GMC,1492 N Park St,Carrollton,GA,30117,770-832-9602,https://www.johnthorntonbuickgmc.com
"MASTER BUICK GMC, INC.",3710 Washington Rd,Augusta,GA,30907,706-955-2237,https://www.masterbuickgmc.com
RICK HENDRICK BUICK GMC,3244 Commerce Ave NW,Duluth,GA,30096,678-389-4650,https://www.rickhendrickbuickgmcatlanta.com
SOUTHTOWNE CHEVROLET BUICK GMC,695 Bullsboro Dr.,Newnan,GA,30265,678-619-4902,https://www.southtownebuickgmc.com
"BILLION COMMUNITY, INC.",2733 MORMAN TREK,IOWA CITY,IA,52240,319-900-4355,https://www.billioncommunitybuickgmc.com/
BOB BROWN BUICK GMC,1405 SE Oralabor Rd,Ankeny,IA,50021,877-229-5482,https://www.bobbrownbuickgmc.com
"BROWN'S SALES AND LEASING, INC.",109 Gunder Road,Elkader,IA,52043,563-245-2505,https://www.brownselkaderbuick.com/
"COMMUNITY BUICK GMC, INC.",4030 LOWES BLVD,Waterloo,IA,50701,319-234-5300,https://www.communitybuickgmc.com/
ED MORSE CHEVROLET BUICK GMC,501 W BYP 61,MUSCATINE,IA,52761,563-272-2306,https://www.edmorsebuickgmcmuscatine.com/
EDWARDS CHEVROLET BUICK GMC,3400 South Expressway Street,Council Bluffs,IA,51501,877-623-2166,https://www.edwardsbuickgmc.com
GREEN BUICK GMC INC.,3210 E Kimberly,Davenport,IA,52807,563-823-5973,https://www.greenbuickgmc.com
"GREGG YOUNG BUICK GMC, LLC",3001 N Jefferson Way,Indianola,IA,50125,515-961-7461,https://www.gybuickgmc.net/
H & N CHEVROLET-BUICK CO.,713 N Grand Ave,Spencer,IA,51301,877-668-0545,https://www.hnchevy.com
"HI-WAY CHEVROLET BUICK, INC.",1427 10th st,Rock Valley,IA,51247,800-344-7087,https://www.hiwaychevrolet.com
"JERRY ROLING MOTORS, INC.",1775 4th St SW,Waverly,IA,50677,319-352-1650,https://www.jerryrolingbuick.com
KEMNA AUTO OF FORT DODGE,10 South 25th Street,Fort Dodge,IA,50501,515-515-0072,https://www.Kemnabuickgmc.com
LAUTERBACH BUICK-GMC,2900 1st Ave E,Newton,IA,50208,877-671-5838,https://www.lauterbachcars.net
MCGRATH BUICK GMC CADILLAC,1600A 51st ST NE,Cedar Rapids,IA,52402,319-243-3123,https://www.mcgrathbgc.com
RICHARDSON BUICK-CADILLAC-GMC TRUCK,5400 Westside Dr,Dubuque,IA,52003,563-582-5411,https://www.richardsongm.com
"SHOTTENKIRK, INC.",5031 AVENUE O,FORT MADISON,IA,52627,319-259-5048,https://www.shottenkirkbuickgmc.com
STEW HANSEN BUICK GMC,9060 Hickman Road,Clive,IA,50325,515-217-3590,https://www.stewhansenbuickgmc.com
VAUGHN AUTOMOTIVE,1311 VAUGHN DRIVE,OTTUMWA,IA,52501,877-243-1769,https://www.vaughnbuickgmc.com
HIRNING BUICK GMC,509 Yellowstone Ave,Pocatello,ID,83201,866-720-9580,https://www.hirningauto.com
KENDALL CHEVROLET BUICK GMC OF NAMPA,15700 Idaho Center Blvd,Nampa,ID,83687,833-927-0216,https://www.kendallgmcbuicknampa.com
PETERSON CHEVROLET BUICK CADILLAC,12300 W FAIRVIEW AVE,BOISE,ID,83713,208-297-7167,https://www.petersonbuick.com
ROBIDEAUX MOTORS CO.,351 W Dalton Ave,Coeur d'Alene,ID,83815,208-664-8202,https://www.robideaux.com
WACKERLI AUTO CENTER,1363 N. Holmes Ave,Idaho Falls,ID,83401,208-522-6060,https://www.wackerligm.com
ADVANTAGE BUICK GMC,6201 LAGRANGE RD,HODGKINS,IL,60525,708-579-5000,https://hodgkinsbuickgmc.com
AL PIEMONTE BUICK GMC,364 W GRAND AVE,ELMHURST,IL,60126,888-408-3323,https://www.apbuickgmc.com
ARLINGTON HEIGHTS BUICK GMC,777 W Dundee Rd,Arlington Heights,IL,60004,847-392-6660,https://www.ahbuickgmc.com
ARNIE BAUER BUICK GMC CADILLAC,5525 Miller Circle Dr,Matteson,IL,60443,708-843-9295,https://www.arniebauer.com
AUFFENBERG OF CARBONDALE,1015 E Walnut St.,Carbondale,IL,62901,618-319-4671,https://www.auffenbergcarbondale.com
BARKER MOTOR COMPANY,2030 Ireland Grove Rd,Bloomington,IL,61704,888-894-2851,https://www.barkermotorco.net
BAUM CHEVROLET-BUICK COMPANY,810 W. Van Buren,Clinton,IL,61727,217-935-3156,https://www.baumbuick.com
BILL KAY BUICK GMC,2300 Ogden Ave,Downers Grove,IL,60515,630-598-1028,https://www.billkaybuickgmc.com
"BOB BRADY BUICK GMC, INC.",1500 Koester Dr,Forsyth,IL,62535,217-615-4554,https://www.bobbradygm.com
"BOB BROCKLAND BUICK GMC, INC.",580 Old State Route 3,Columbia,IL,62236,618-221-9870,https://www.brockland.com
CARDINAL BUICK GMC INC.,3800 West State IL 15,Belleville,IL,62226,618-233-0303,https://www.cardinalbuickgmc.com
"CASTLE BUICK-GMC, INC.",7400 Cermak Rd,North Riverside,IL,60546,708-442-7474,https://www.castlebuickgmc.com/
D'ARCY BUICK-GMC,2022 ESSINGTON RD,Joliet,IL,60435,815-230-2064,https://www.darcybuickgmc.com
DIEPHOLZ CHEVROLET BUICK GMC,631 W Lincoln Ave,Charleston,IL,61920,217-348-0141,https://www.diepholzautobuickgmc.com
"DRALLE CHEVROLET AND BUICK, INC",103 N HARLEM,PEOTONE,IL,60468,708-258-5209,https://www.drallebuick.com/
DRALLE CHEVROLET BUICK GMC,1090 E WALNUT ST,WATSEKA,IL,60970,815-432-4948,https://www.drallebuickgmc.com
"EAGLESON AUTOMOTIVE CENTER, INC.",520 Whittle Avenue,Olney,IL,62450,618-241-0201,https://www.eaglesonbuickgmc.com
"HAGGERTY BUICK GMC, INC.",300 W ROOSEVELT ROAD,VILLA PARK,IL,60181,630-279-2000,https://www.haggertybuickgmc.com
HOVE BUICK GMC INC.,1380 N Kinzie Ave,Bradley,IL,60915,815-614-1547,https://www.hovebuickgmc.com
JEFF PERRY BUICK GMC,1421 37th St,Peru,IL,61354,815-780-9741,https://www.jeffperrygm.com
K. C. SUMMERS BUICK GMC,117 S 19TH ST,MATTOON,IL,61938,888-550-4782,https://www.kcsummersbuickgmc.com
"KEN NELSON AUTO PLAZA, INC.",1100 N GALENA AVE,DIXON,IL,61021,815-288-4455,https://www.kennelsonbuickgmc.com
KEY AUTO MALL,3700 16th St,Moline,IL,61265,309-798-1581,https://www.keybuickgmcmoline.com/
"LANDMARK OF TAYLORVILLE, INC.",1531 W SPRINGFIELD RD,TAYLORVILLE,IL,62568,217-824-2255,https://www.landmarkbuickgmc.com/
"LAURA BUICK-GMC, INC.",903 North Bluff Road,Collinsville,IL,62234,618-312-1487,https://www.laurabuickgmc.com
LIGHTHOUSE BUICK GMC,100 W Jackson St,Morton,IL,61550,309-266-1919,https://www.lighthousegmc.com
LOU BACHRODT CHEVROLET BUICK GMC,7070 Cherryvale N. Blvd,Rockford,IL,61112,815-332-3000,https://www.bachrodtbuickgmc.com/
MARION CHEVROLET BUICK GMC,2604 W DEYOUNG,MARION,IL,62959,618-364-4741,https://www.buickgmcofmarion.com/
"MIKE HAGGERTY BUICK GMC, INC.",9301 S CICERO AVE,OAK LAWN,IL,60453,877-879-8868,https://www.haggertycars.com
NAPLETON BUICK GMC,6305 Northwest Highway,Crystal Lake,IL,60014,815-477-8600,https://www.napletoncrystallake.com
NAPLETON DOWNTOWN BUICK GMC,2720 S. Michigan Ave.,Chicago,IL,60616,872-225-0637,https://chicagochevybuickgmc.com/
NAPLETON'S SCHAUMBURG BUICK GMC,100 West Golf Rd,Schaumburg,IL,60195,847-805-8231,https://www.schaumburgbuickgmc.com
"POAGE AUTO PLAZA, INC.",4300 Broadway,Quincy,IL,62305,217-617-4617,https://www.poageautoplaza.com
QUALITY BUICK GMC,1620 homer adams pkwy,Alton,IL,62002,877-875-0572,https://www.qualitygmcars.com
"RAY DENNISON BUICK GMC CADILLAC, INC.",2220 N 8th,Pekin,IL,61554,309-346-1181,https://www.raydennsionbuickgmc.com
RIDINGS CHEVROLET-BUICK,500 W Center St,Monticello,IL,61856,217-762-2576,https://www.rickridingsbuick.com
"RIZZA BUICK GMC CADILLAC, INC.",8425 W 159TH STREET,TINLEY PARK,IL,60487,708-840-7542,https://www.rizzabuickgmc.com
RUSS BRAUNECKER BUICK GMC,2309 S BANKER,EFFINGHAM,IL,62401,866-705-8238,https://www.russbrauneckerautogroup.com
"S & K BUICK-GMC, INC.",1400 S Dirksen Pkwy,Springfield,IL,62703,217-544-0771,https://www.skbuickgmc.com
SERRA BUICK GMC CHAMPAIGN,1404 NORTH DUNLAP AVE,Savoy,IL,61874,217-373-6103,https://www.serrabuickgmcchampaign.com
"STEVE SCHMITT, INC.",12631 STATE ROUTE 143,HIGHLAND,IL,62249,618-309-4866,https://www.steveschmittbuickgmc.com
WOODY BUICK GMC OF GURNEE,5589 Northridge Dr,Gurnee,IL,60031,847-693-4799,https://www.woodybuickgmcgurnee.com/
