dealer_name,address,city,state,zip,phone,website
Haddad Kia,5445 Gasoline Alley,Bakersfield,CA,93313,(661) 398-0264,http://yourkia.com/
Hanlees Kia,4318 Chiles Road,Davis,CA,95618,(530) 757-3770,http://hanleesdaviskia.com/
Harper Kia,4800 Highway 101 North,Eureka,CA,95503,(707) 443-7311,http://www.harperkia.com/
Hayward Kia,25601 Mission Blvd.,Hayward,CA,94544,(510) 999-8432,http://haywardkia.com/
Hilltop Kia,3280 Auto Plaza,Richmond,CA,94806,(510) 222-4444,http://hilltopkia.com/
Jim Bone Kia of Santa Rosa,1255 Santa Rosa Avenue,Santa Rosa,CA,95404,(707) 545-7050,http://jimbonekia.com/
Kearny Mesa Kia,7303 Clairemont Mesa Blvd,San Diego,CA,92111,(858) 560-5544,http://kearnymesakia.com/
Kia Country,1515 N. Main Street.,Manteca,CA,95336,(209) 239-6203,http://kiacountry.com/
Kia Downtown Los Angeles,2100 S. Figueroa Street,Los Angeles,CA,90007,(866) 414-5619,http://kiaofdtla.com/
Kia Santa Maria,2175 South Bradley Road,Santa Maria,CA,93455,(805) 268-7980,http://kiasm.com/
Kia Santa Monica,2440 Santa Monica Blvd.,Santa Monica,CA,90404,(424) 214-5870,http://kiasantamonica.com/
Kia of Carson,22020 Recreation Road,Carson,CA,90745,(310) 507-8740,http://kiaofcarson.com/
Kia of Cerritos,18201 Studebaker Road,Cerritos,CA,90703,(562) 860-2424,http://kiacerritos.com/
Kia of Irvine,45 Oldfield,Irvine,CA,92618,(949) 777-2300,http://kiaofirvine.com/
Kia of Marin,105 Vintage Way,Novato,CA,94945,(415) 895-3211,http://kiamarin.com/
Kia of Paso Robles,2700 Theatre Drive,Paso Robles,CA,93446,(805) 239-8700,http://kiaofpasorobles.com/
Kia of Stockton,6215 Holman Drive,Stockton,CA,95212,(209) 307-9290,http://stocktonkia.com/
Kia of Vacaville,651 Orange Drive,Vacaville,CA,95687,(707) 359-6400,http://kiavacaville.com/
Kia of Valencia,24095 Creekside Road,Santa Clarita,CA,91355,(661) 578-5611,http://kiaofvalencia.com/
Kirby Kia of Ventura,6424 Auto Center Drive,Ventura,CA,93003,(805) 644-2241,http://www.kiaofventura.com/
Merced Kia,1575 W. 16th Street,Merced,CA,95340,(209) 384-2000,http://mercedkia.com/
Mission Viejo Kia,28802 Marguerite Parkway,Mission Viejo,CA,92692,(949) 822-9556,http://missionviejokia.com/
My Kia,222 Auto Center Circle,Salinas,CA,93907,(831) 444-8888,http://mykia.com/
North County Kia,1501 Auto Park Way South,Escondido,CA,92029,(760) 745-4542,http://northcountykia.com/
Oakland Kia,2500 Webster Street,Oakland,CA,94612,(510) 267-0688,http://www.oaklandkia.com/
Palm Springs Kia,68130 Kyle Road,Cathedral City,CA,92234,(760) 844-7200,http://palmspringskia.com/
Perris Valley Kia,707 East 4th Street,Perris,CA,92570,(951) 657-7371,http://www.perrisvalleykia.com/index.htm/
Pomona Kia,8 Rio Rancho Road,Pomona,CA,91766,(909) 664-2200,http://www.pomonakia.com/
Premier Kia of Carlsbad,5331 Paseo Del Norte,Carlsbad,CA,92008,(760) 208-2237,http://www.premierkiaofcarlsbad.com/
Putnam Kia,2 California Drive,Burlingame,CA,94010,(650) 732-3099,http://putnamkiaburlingame.com/
Redding Kia,418 E. Cypress Ave.,Redding,CA,96002,(530) 226-0418,http://reddingkia.com/
Riverside Kia,8100 Auto Drive,Riverside,CA,92504,(951) 509-1000,http://riversidekia.com/
Roseville Kia,110 Automall Drive,Roseville,CA,95661,(916) 783-1000,http://rosevillekia.com/
Selma Kia,2775 Auto Mall Drive,Selma,CA,93662,(559) 896-5000,http://selmakia.com/
Serramonte Kia,600 Serramonte Blvd,Colma,CA,94014,(650) 992-8200,http://serramontekia.com/
Stevens Creek Kia,3566 Stevens Creek Blvd.,San Jose,CA,95117,(408) 533-1500,http://stevenscreekkia.com/
Sutherlin Kia,18835 Beach Blvd.,Huntington Beach,CA,92648,(714) 274-6176,http://sutherlinkia.com/
Team Kia of El Cajon,541 N. Johnson Avenue,El Cajon,CA,92020,(619) 444-7200,http://teamkiaofelcajon.com/
Trust Palmdale Kia,438 Auto Vista Drive,Palmdale,CA,93551,(661) 234-7142,http://trustkia.com/
Tustin Kia,28b Auto Drive,Tustin,CA,92782,(714) 253-7077,http://tustinkia.com/
United Kia,2349 Us Highway 86,Imperial,CA,92251,(760) 457-0171,http://unitedkiaimperial.com/
Valley Kia,4369 Mchenry Avenue,Modesto,CA,95356,(209) 232-1542,http://valleykiaofmodesto.com/
Valley Kia,16272 S. Highland Blvd.,Fontana,CA,92336,(909) 350-2700,http://valleykia.com/
Valley-HI Kia,14644 Valley Center Drive,Victorville,CA,92392,(760) 955-0046,http://valleyhikia.com/
Van Nuys Kia,6115 Van Nuys Blvd.,Van Nuys,CA,91401,(818) 751-0051,http://vannuyskia.com/
Visalia Kia,825 S. Ben Maddox Way,Visalia,CA,93292,(559) 733-3100,http://visaliakia.com/
Winn Kia of Fremont,5633 John Muir Drive,Newark,CA,94560,(510) 771-1500,http://www.winnkiaoffremont.com/
Arapahoe Kia,9701 East Arapahoe Road,Centennial,CO,80112,(303) 874-2500,http://www.coloradokia.com/
Dale Spradley Kia,2145 Hwy 50 West,Pueblo,CO,81008,(719) 543-6710,http://www.spradleykia.com/
Durango Kia,1200 Carbon Junction,Durango,CO,81301,(970) 385-4822,http://www.durangokia.com/
Emich Kia,1260 S. Colorado Blvd.,Denver,CO,80246,(720) 409-5300,http://emichkia.com/
Faricy Kia,1560 Auto Mall Loop,Colorado Springs,CO,80920,(719) 785-6100,http://faricykia.com/
Fort Collins Kia,5811 S. College Avenue,Fort Collins,CO,80525,(970) 377-6900,http://fortcollinskia.com/
Foundation Kia,11201 W I-70 Frontage Road North,Wheat Ridge,CO,80033,(303) 421-0100,http://foundationkia.com/
Fowler Kia of Longmont,10258 E. I25 Frontage Road,Longmont,CO,80504,(303) 532-8500,http://fowlerkialongmont.com/
Fowler Kia of Windsor,1111 Southgate Drive,Windsor,CO,80550,(970) 576-3100,http://fowlerkiawindsor.com/
Grand Kia,1950 W. 104th Ave.,Denver,CO,80234,(303) 904-1177,http://grandkia.com/
Peak Kia,5077 S. Wadsworth Way,Littleton,CO,80123,(303) 904-7800,http://peakkia.com/
Phil Long Kia of Colorado Springs,1020 Motor City Drive,Colorado Springs,CO,80905,(719) 575-7500,http://phillongkia.com/
Red Rock Kia,2980 Us Highway 50,Grand Junction,CO,81503,(970) 248-0800,http://redrockkia.com/
Blasius Kia,699 Straits Turnpike,Watertown,CT,06795,(959) 209-4911,http://www.blasiuskia.com/
Columbia Kia,234 Route 6,Columbia,CT,06237,(860) 228-2886,http://www.columbiakia.net/
Crowley Kia,"223 Broad Street, Route 72",Bristol,CT,06010,(860) 589-4444,http://crowleykia.com/
Danbury Kia,100a Federal Road,Danbury,CT,06810,(203) 730-5737,http://danburykia.com/
Executive Kia,1164 North Colony Road,Wallingford,CT,06492,(203) 949-7480,http://www.executivekia.com/
Gary Rome Kia of Enfield,809 Enfield Street,Enfield,CT,06082,(860) 253-4753,http://garyromekia.com/
Kia Motors of Old Saybrook,275 Middlesex Turnpike,Old Saybrook,CT,06475,(860) 388-1300,http://kiaofoldsaybrook.com/
Kia of East Hartford,99 Ash Street,East Hartford,CT,06108,(860) 291-7000,http://kiaofeasthartford.com/
Kia of Groton,421 Route 12,Groton,CT,06340,(860) 449-1242,http://kiaofgroton.com/
Kia of Stamford,263 Selleck Street,Stamford,CT,06902,(203) 883-8888,http://stamfordkia.com/
Napoli Kia,241 Boston Post Road,Milford,CT,06460,(203) 783-5850,http://napolikia.com/
Premier Kia,205 North Main Street,Branford,CT,06405,(203) 315-2050,http://www.premierkiact.com/
Putnam Kia,157 Providence Pike,Putnam,CT,06260,(860) 963-2277,http://www.putnamkia.com/
Felton Holly Kia,13173 South Dupont Highway,Felton,DE,19943,(302) 527-2700,http://feltonhollykia.com/
Kia of Wilmington,1603 Pennsylvania Avenue,Wilmington,DE,19806,(302) 656-3100,http://kiaofwilmington.com/
Martin Kia,283 East Cleveland Avenue,Newark,DE,19711,(302) 738-5200,http://www.martinkia.net/
Selbyville Holly Kia,38030 Dupont Blvd.,Selbyville,DE,19975,(302) 436-2700,http://kiaselbyville.com/
Airport Kia,3325 Westview Drive,Naples,FL,34104,(239) 732-8910,http://airportkiaofnaples.com/
Alan Jay Kia,401 Us 27 South,Sebring,FL,33870,(863) 402-4230,http://alanjaykia.com/
Bev Smith Kia,5655 U.S. Highway One,Fort Pierce,FL,34982,(772) 465-8589,http://bevsmithkia.net/
Bill Byrd Kia,2435 East 15th St.,Panama City,FL,32405,(850) 872-0444,http://billbyrdkiapanamacity.com/
Boniface-Hiers Kia,3890 W. New Haven Avenue,Melbourne,FL,32904,(321) 951-9595,http://bonifacehierskia.com/
Century Kia,4340 W. Hillsborough Ave.,Tampa,FL,33614,(813) 872-0210,http://centurykia.com/
City Kia of Greater Orlando,9550 S. Orange Blossom Trail,Orlando,FL,32837,(407) 839-1000,http://citykia.com/
Coral Springs Kia,9330 W. Atlantic Blvd.,Coral Springs,FL,33071,(954) 755-7400,http://coralspringskia.com/
Courtesy Kia of Brandon,9205 E. Adamo Drive,Tampa,FL,33619,(813) 621-5757,http://brandonkia.com/
Crown Kia,6500 U.S. Hwy 19 North,Pinellas Park,FL,33781,(727) 525-5785,http://crownkia.com/
Daytona Kia,510 N. Nova Road,Daytona Beach,FL,32114,(386) 252-7000,http://daytonakia.com/
Deland Kia,2322 S. Woodland Blvd.,Deland,FL,32720,(386) 734-7800,http://delandkia.com/
Doral Kia,10155 Nw 12th Street,Doral,FL,33172,(305) 520-5592,http://doralkia.com/
Dyer Kia,23280 U.S. Highway 27,Lake Wales,FL,33859,(866) 923-1210,http://dyerkialakewales.com/
Family Kia of St. Augustine,2665 U.S. Highway 1 South,St. Augustine,FL,32086,(904) 808-0542,http://familykia.com/
Gettel Kia of Bradenton,6423 14th St West,Bradenton,FL,34207,(941) 417-5210,http://gettelkiaofbradenton.com/
Greenway Kia At The Avenues,10564 Philips Highway,Jacksonville,FL,32256,(904) 312-7303,http://greenwaykiaattheavenues.com/
Greenway Kia East,8701 E. Colonial Drive,Orlando,FL,32817,(407) 678-1717,http://greenwaykiaeast.com/
Greenway Kia North,625 North Highway 17/92,Longwood,FL,32750,(407) 571-1234,http://greenwaykianorth.com/
Greenway Kia West,3407 West Colonial Drive,Orlando,FL,32808,(407) 532-2217,http://greenwaykiawest.com/
Greenway Kia West Palm Beach,735 South Military Trail,West Palm Beach,FL,33415,(561) 433-1511,http://greenwaykiawestpalmbeach.com/
Gunther Kia,1900 S. State Rd. 7,Ft. Lauderdale,FL,33317,(954) 800-2120,http://guntherkia.com/
Hollywood Kia,6011 Pembroke Road,Hollywood,FL,33023,(954) 967-5665,http://hollywoodkia.com/
Jenkins Kia of Cocoa,3660 West King Street,Cocoa,FL,32926,(321) 452-8282,http://jenkinskiaofcocoa.com/
Jenkins Kia of Crystal River,1850 Se Us Hwy 19,Crystal River,FL,34429,(352) 564-8668,http://jenkinskiaofcrystalriver.com/
Jenkins Kia of Gainesville,2810 North Main Street,Gainesville,FL,32609,(352) 371-5801,http://jenkinskiaofgainesville.com/
Jenkins Kia of Ocala,2305 Sw College Road,Ocala,FL,34471,(352) 620-2045,http://jenkinskiaofocala.com/
Ken Ganley Kia New Port Richey,5819 U.S. Hwy. 19,New Port Richey,FL,34652,(727) 815-9611,http://kenganleykianewportrichey.com/
Kia Autosport,6637 Pensacola Blvd,Pensacola,FL,32505,(850) 457-7772,http://kiaautosportpensacola.com/
Kia Delray,2255 S. Federal Highway,Delray Beach,FL,33483,(561) 637-5500,http://kiadelray.com/
Kia On Atlantic,11750 Abess Blvd,Jacksonville,FL,32225,(904) 406-7716,http://www.kiaonatlantic.com/
Kia of Cape Coral,404 Ne Pine Island Road,Cape Coral,FL,33909,(239) 242-7000,http://kiaofcapecoral.com/
Kia of Clermont,17550 Sr 50,Clermont,FL,34711,(352) 434-0191,http://kiaclermont.com/
Kia of Fort Myers,14483 S Tamiami Trail,Fort Myers,FL,33912,(239) 790-9008,http://kiaoffortmyers.com/
Kia of Key West,2826 N. Roosevelt Blvd,Key West,FL,33040,(305) 295-8646,http://kiaofkeywest.com/
Kia of Leesburg,9039 U.S. Highway 441,Leesburg,FL,34788,(352) 365-1228,http://kiaofleesburg.com/
Kia of Orange Park,6373 Blanding Blvd.,Jacksonville,FL,32244,(904) 771-6078,http://kiaoforangepark.com/
Kia of Port Charlotte,202 Tamiami Trail,Port Charlotte,FL,33953,(941) 249-6171,http://kiaofportcharlotte.com/
Kia of Vero Beach,1105 U.S. Highway 1 South,Vero Beach,FL,32962,(772) 569-8000,http://kiaofverobeach.com/
Kia of Wesley Chapel,28555 State Road 54,Wesley Chapel,FL,33543,(813) 322-3000,http://kiaofwesleychapel.com/
Lokey Kia,27960 U.S. Hwy 19 North,Clearwater,FL,33761,(727) 799-4499,http://lokeykia.com/
Miami Lakes Kia,16600 Nw 57th Avenue,Miami Lakes,FL,33014,(305) 558-2400,http://miamilakeskia.com/
Napleton Northlake Kia,3626 Northlake Blvd.,Palm Beach Gardens,FL,33403,(561) 429-2061,http://northlakekia.com/
Phil Smith Kia,4250 N. Federal Highway,Lighthouse Point,FL,33064,(954) 427-7222,http://philsmithkia.com/
Regal Kia,1025 Bartow Road,Lakeland,FL,33801,(863) 904-1170,http://regalkia.com/
Rick Case Kia,14500 West Sunrise Blvd.,Sunrise,FL,33323,(954) 622-1500,http://rickcasekiasunrise.com/
Rountree-Moore Kia,2528 U.S. Highway 90 West,Lake City,FL,32055,(386) 438-8900,http://rountreemoorekia.com/
South Dade Kia,17120 S. Dixie Highway,Miami,FL,33157,(305) 256-6410,http://southdadekia.com/
South Dade Kia of Homestead,29943 South Dixie Highway,Homestead,FL,33033,(786) 481-0586,http://southdadekiahomestead.com/
Step One Kia Fort Walton Beach,700 Beal Parkway North,Ft. Walton Beach,FL,32547,(850) 396-2031,http://kiaftwaltonbeach.com/
Sunset Kia of Sarasota,7777 S. Tamiami Trail,Sarasota,FL,34231,(941) 308-7707,http://sunsetkiasarasota.com/
Sunset Kia of Venice,1179 Us Highway 41 Bypass S.,Venice,FL,34285,(941) 412-0515,http://sunsetkiavenice.com/
Wallace Kia,3131 Se Federal Highway,Stuart,FL,34994,(772) 283-1743,http://wws.wallacekiaofstuart.com/
Werner Kia,2755 W. Tennessee Street,Tallahassee,FL,32304,(850) 632-4032,http://wernerkia.com/
Alm Kia Perry,103 Iffie Road,Perry,GA,31069,(478) 220-5310,http://almkiaperry.com/
Alm Kia South,4310 Jonesboro Road,Union City,GA,30291,(678) 827-8900,http://almkiasouth.com/
Bulldog Kia,4305 Atlanta Highway,Athens,GA,30606,(706) 621-6405,http://bulldogkia.com/
Calavan Kia of West Atlanta,1301 Thornton Road,Lithia Springs,GA,30122,(678) 715-5399,http://calavankiawest.com/
Carriage Kia of Woodstock,630 Olde Rope Mill Park Road,Woodstock,GA,30188,(678) 744-2000,http://carriagekiawoodstock.com/
Dalton Kia,2801 East Walnut Avenue,Dalton,GA,30721,(706) 226-5122,http://daltonkia.net/
Ed Voyles Kia,2145 Cobb Parkway,Smyrna,GA,30080,(770) 952-2621,http://edvoyleskia.com/
Ed Voyles Kia of Chamblee,5647 Peachtree Industrial Blvd.,Chamblee,GA,30341,(770) 234-7800,http://edvoyleskiachamblee.com/
Evans Kia,4580 Washington Road,Evans,GA,30809,(706) 305-4000,http://evanskia.com/
Hutchinson Kia,3931 River Place Drive,Macon,GA,31210,(478) 757-0077,http://kiaofmacon.com/
Hutchinson Kia of Albany,2875 Ledo Road,Albany,GA,31707,(229) 446-4777,http://hutchinsonkiaofalbany.com/
Jim Ellis Kia of Kennesaw,1221 Auto Park Drive Nw,Kennesaw,GA,30144,(770) 283-8510,http://jimelliskiaofkennesaw.com/
Jim Shorkey Kia of Gainesville,2359 Browns Bridge Road,Gainesville,GA,30504,(470) 660-5741,http://jimshorkeygainesvillekia.com/
Kia Autosport,7041 Whittlesey Blvd.,Columbus,GA,31909,(706) 341-4444,http://kiaautosportcolumbus.com/
Kia Country of Savannah,1 Park Of Commerce Blvd.,Savannah,GA,31405,(912) 921-0555,http://kiacountryofsavannah.com/
Kia Mall of Georgia,4180 Buford Drive,Buford,GA,30518,(678) 804-2000,http://kiamallofga.com/
Kia South Atlanta,7310 Jonesboro Road,Morrow,GA,30260,(770) 968-3400,http://kiaatlantasouth.com/
Kia of Alpharetta,10955 Westside Parkway,Alpharetta,GA,30009,(470) 326-1234,http://kiaofalpharetta.com/
Kia of Lagrange,1217 Lafayette Parkway,La Grange,GA,30241,(706) 298-5024,http://kiaoflagrange.com/
Langdale Kia of Valdosta,4021 North Valdosta Road,Valdosta,GA,31602,(229) 210-9651,http://langdalekia.com/
Lou Sobh Kia,1135 Buford Road,Cumming,GA,30041,(678) 679-7300,http://lousobhkia.com/
Lou Sobh Kia of Brunswick,6150 Altama Avenue,Brunswick,GA,31525,(912) 342-4190,http://lousobhkiabrunswick.com/
Lou Sobh Kia of Newnan,2905 Highway 34 E,Newnan,GA,30265,(678) 831-2151,http://lousobhkiaofnewnan.com/
Matthews Kia of Cartersville,595 East Main Street,Cartersville,GA,30121,(770) 386-8400,http://matthewskiaofcartersville.com/
Nalley Kia,7849 Mall Parkway,Lithonia,GA,30038,(770) 879-9060,http://nalleykia.com/
Rick Case Kia,3190 Satellite Blvd.,Duluth,GA,30096,(770) 476-2800,http://rickcasekiaduluth.com/
Sons Kia,100 Sons Drive,Mcdonough,GA,30253,(678) 783-2299,http://sonskia.com/
Aloha Kia Airport,3149 N. Nimitz Highway,Honolulu,HI,96819,(808) 792-8000,http://alohakia.com/
Aloha Kia Leeward,94-081 Farrington Highway,Waipahu,HI,96797,(808) 677-4500,http://alohakia.com/
Billion Kia of Iowa City,2845 Mormon Trek Blvd.,Iowa City,IA,52240,(319) 512-7930,http://billionkiaofiowacity.com/
Billion Kia of Sioux City,3701 Singing Hills Blvd.,Sioux City,IA,51106,(712) 244-5050,http://billionkiaofsiouxcity.com/
Edwards Kia,3600 South Expressway,Council Bluffs,IA,51501,(712) 366-9481,http://edwardskia.net/
Finnin Kia,4355 Dodge Street,Dubuque,IA,52003,(563) 583-8825,http://finninkia.com/
Kia of Des Moines,4475 Merle Hay Road,Des Moines,IA,50310,(515) 270-0706,http://kiadm.com/
McGrath Kia,1020 N. Center Point Road,Hiawatha,IA,52233,(319) 249-6019,http://mcgrathkia.com/
Shottenkirk Kia,309 S. Gear Avenue,West Burlington,IA,52655,(319) 758-5900,http://kiaofwestburlington.com/
Smart Kia of Davenport,3707 N. Harrison St.,Davenport,IA,52806,(563) 204-8455,http://smartkiadavenport.com/
Witham Kia,2033 Laporte Road,Waterloo,IA,50702,(319) 234-4200,http://withamkia.com/
Cole Kia,1900 Flandro Drive,Pocatello,ID,83202,(208) 232-1062,http://colekiapocatello.com/
Dillon Kia,9501 W. Fairview Avenue,Boise,ID,83704,(208) 388-4444,http://www.dennisdillonkia.com/
George Gee Kia,317 W. Dalton Ave.,Coeur D'Alene,ID,83815,(208) 667-7416,http://geekia.net/
Kendall Kia,5907 East Gate Blvd.,Nampa,ID,83687,(208) 467-7000,http://kendallkianampa.com/
Stone's Kia,1222 North Woodruff Avenue,Idaho Falls,ID,83401,(208) 524-2400,http://stoneskia.net/
Anderson Kia On Perryville,4899 N. Perryville Road,Loves Park,IL,61111,(815) 229-0510,http://www.driveandersonkia.com/
Auffenberg Kia,1155 Berg Blvd.,Shiloh,IL,62269,(618) 624-2277,http://auffenbergkia.com/
Berman Kia,6750 N. Lincoln Avenue,Lincolnwood,IL,60712,(847) 581-7500,http://bermankia.com/
Berwyn Kia,7050 Ogden Avenue,Berwyn,IL,60402,(708) 797-0300,http://berwynkia.com/
Bob Rohrman Schaumburg Kia,750 E. Golf Road,Schaumburg,IL,60173,(847) 908-0502,http://schaumburgkia.com/
Castle Kia of McHenry,1121b S. St. Rt 31,Mchenry,IL,60050,(815) 385-2100,http://castlekiamchenry.com/
Classic Kia,425 N. Green Bay Road,Waukegan,IL,60085,(847) 336-4300,http://classickiaonline.com/
Elgin Kia,2030 N. Randall Road,Elgin,IL,60124,(847) 717-8800,http://wagelginkia.com/
Evergreen Kia,9205 S. Western Ave.,Chicago,IL,60643,(773) 779-4281,http://evergreenkia.net/
Federico Kia,1911 East Edwardsville Road,Wood River,IL,62095,(618) 216-8080,http://www.federicokia.com/
Gerald Kia of Matteson,5505 Auto Court,Matteson,IL,60443,(708) 720-8999,http://geraldkiaofmatteson.com/
Gerald Kia of Naperville,1661 Aurora Ave.,Naperville,IL,60540,(630) 445-2542,http://geraldkianaperville.com/
Gerald Kia of North Aurora,201 Hansen Blvd.,North Aurora,IL,60542,(630) 907-0770,http://geraldkianorthaurora.com/
Green Kia,3861 W. Wabash,Springfield,IL,62711,(217) 522-1222,http://greenkia.com/
International Kia,8821 W. 159th Street,Orland Hills,IL,60487,(708) 468-0000,http://kiaoforland.com/
