dealer_name,address,city,state,zip,phone,website
Century MINI,2930 Laurens Road,Greenville,SC,29607,8642346437,https://www.centurymini.com
MINI of Charleston,1518 Savannah Hwy,Charleston,SC,29407,8665403259,https://www.miniofcharleston.com
MINI of Knoxville,10665 Parkside Dr.,Knoxville,TN,37922,8883127689,https://www.miniofknoxville.com
MINI of Nashville,1568 Mallory Lane,Brentwood,TN,37027,6156206464,https://www.miniofnashville.com
Roadshow MINI,405 N Germantown Pkwy,Cordova,TN,38018,8772209129,https://www.roadshowmini.com
MINI of Austin,7113 McNeil Drive,Austin,TX,78729,5123436464,https://www.miniofaustin.com
MINI of Clear Lake,15943 Gulf Freeway,Webster,TX,77598,2815577177,https://www.miniofclearlake.com
MINI of Dallas,6250 Lemmon Ave,Dallas,TX,75209,8885521933,https://www.miniofdallas.com
MINI of Fort Worth,3000 White Settlement Road,Fort Worth,TX,76107,8173360885,https://www.minioffortworth.com
MINI of Plano,6800 Dallas Parkway,Plano,TX,75024,2147782600,https://www.miniofplano.com
MINI of San Antonio,15507 IH 10 West,San Antonio,TX,78249,2107327121,https://www.miniofsanantonio.com
MINI of the Woodlands,16675 Interstate 45 South,Conroe,TX,77385,9362661900,https://www.miniofthewoodlands.com
Momentum MINI,9570 Southwest Freeway,Houston,TX,77074,8005575374,https://www.momentummini.com
MINI of Murray,4767 South State Street,Murray,UT,84107,8012629475,https://www.miniofmurray.com
Checkered Flag MINI,5193 Virginia Beach Boulevard,Virginia Beach,VA,23462,7574901111,https://www.checkeredflagmini.com
Crown MINI of Richmond,8712 W. Broad St.,Richmond,VA,23294,8042078385,https://www.crownmini.com
MINI of Alexandria,5990 Duke Street,Alexandria,VA,22304,7037514630,https://www.miniofalexandria.com
MINI of Sterling,21826 Pacific Blvd,Sterling,VA,20166,5713707149,https://www.miniofsterling.com/
MINI of Burlington,74 Champlain Drive,Shelburne,VT,05482,8029858484,https://www.miniofburlington.com
Seattle MINI,11550 Lake City Way NE,Seattle,WA,98125,2065884250,https://www.seattlemini.com
International MINI,2400 S 108th St,West Allis,WI,53227,8773635441,https://www.internationalmini.com
MINI of Madison,310 W Beltline Highway,Madison,WI,53713,6087296464,https://www.miniofmadison.com
