dealer_name,address,city,state,zip,phone,website
CARDINALE NISSAN,1661 DEL MONTE BLVD,SEASIDE,CA,93955,(831) 393-0600,https://www.cardinalenissan.com
CARSON NISSAN,1505 E 223RD STREET,CARSON,CA,90746,(310) 221-5119,https://www.carsonnissan.com
CENTRAL VALLEY NISSAN,4530 MCHENRY AVE,MODESTO,CA,95356,(209) 526-3320,https://www.centralvalleynissan.com
CERRITOS NISSAN,18707 STUDEBAKER RD,CERRITOS,CA,90703,(562) 382-8077,https://www.cerritosnissan.com
CHICO NISSAN,575 MANZANITA AVE,CHICO,CA,95926,(530) 891-1777,https://www.chiconissan.com
CONCORD NISSAN,1290 CONCORD AVE,CONCORD,CA,94520,(925) 676-4400,https://www.concord-nissan.com
CORONA NISSAN,2575 WARDLOW RD,CORONA,CA,92882,(951) 281-2600,https://www.coronanissan.com
CROWN NISSAN,300 E CYPRESS AVE,REDDING,CA,96002,(530) 223-2177,https://www.crownmotorsnissan.com
DOWNEY NISSAN,7321 FIRESTONE BLVD,DOWNEY,CA,90241,(562) 334-1091,https://www.downeynissan.com
DUBLIN NISSAN,3800 KAISER RD,DUBLIN,CA,94568,(925) 452-8000,https://www.dublinnissan.com
EL MONTE NISSAN,3428 N PECK ROAD,EL MONTE,CA,91731,(626) 350-8868,https://www.elmontenissan.com
EMPIRE NISSAN,1377 KETTERING LOOP,ONTARIO,CA,91761,(909) 390-9977,https://www.empirenissan.com
FIRST NISSAN,2325 1ST ST,SIMI VALLEY,CA,93065,(805) 433-9365,https://www.1stnissan.com
FOLSOM LAKE NISSAN,12610 AUTO MALL CIRCLE,FOLSOM,CA,95630,(916) 608-5300,https://www.folsomlakenissan.com
FONTANA NISSAN,16444 S HIGHLAND AVE,FONTANA,CA,92336,(909) 574-2288,https://www.fontananissan.com
FUTURE NISSAN,600 AUTOMALL DR,ROSEVILLE,CA,95661,(916) 969-5700,https://www.futurenissan.com
GARDEN GROVE NISSAN,9222 TRASK AVE,GARDEN GROVE,CA,92844,(714) 537-0900,https://www.nissangardengrove.com
GARDENA NISSAN,1670 W REDONDO BEACH BLVD,GARDENA,CA,90247,(310) 532-1600,https://www.gardenanissan.com
GLENDALE NISSAN,727 S BRAND BLVD,GLENDALE,CA,91204,(818) 696-9301,https://www.glendalenissanla.com
HANLEES FAIRFIELD NISSAN,2545 AUTO MALL PARKWAY,FAIRFIELD,CA,94533,(707) 920-2600,https://www.hanleesfairfieldnissan.com
HANLEES HILLTOP NISSAN,3277 AUTO PLAZA ROAD,RICHMOND,CA,94806,(510) 222-4900,https://www.hanleeshilltopnissan.com
HANLEES NISSAN,5009 CHILES RD,DAVIS,CA,95618,(530) 231-3000,https://www.hanleesdavisnissan.com
HAYWARD NISSAN,24644 MISSION BLVD,HAYWARD,CA,94544,(510) 372-2800,https://www.haywardnissan.com
JIM BONE NISSAN OF SANTA ROSA,1275 SANTA ROSA AVE,SANTA ROSA,CA,95404,(707) 545-7050,https://www.jimbonenissan.com
LITHIA NISSAN OF CLOVIS,370 W HERNDON AVE,CLOVIS,CA,93612,(559) 297-6919,https://www.nissanofclovis.com
MCCREA NISSAN,601 7TH ST,EUREKA,CA,95501,(707) 442-1741,https://www.mccreanissan.com
METRO NISSAN OF MONTCLAIR,9440 AUTOPLEX DRIVE,MONTCLAIR,CA,91763,(909) 625-5575,https://www.metronissanmontclair.com
MOJAVE NISSAN OF BARSTOW,631 W MAIN STREET,BARSTOW,CA,92311,(760) 256-2241,https://www.mojavenissanofbarstow.com
MOSSY NISSAN CHULA VISTA,1885 AUTO PARK PLACE,CHULA VISTA,CA,91911,(619) 397-6578,https://www.mossychulavista.com
MOSSY NISSAN EL CAJON,1170 W MAIN ST,EL CAJON,CA,92020,(619) 588-0500,https://www.mossynissanelcajon.com
MOSSY NISSAN ESCONDIDO,1546 AUTO PARK WAY,ESCONDIDO,CA,92029,(760) 746-5050,https://www.mossyescondido.com
MOSSY NISSAN KEARNY MESA,8104 CLAIREMONT MESA BLVD,SAN DIEGO,CA,92111,(858) 565-4411,https://www.mossykearnymesa.com
MOSSY NISSAN NATIONAL CITY,2700 NATIONAL CITY BLVD,NATIONAL CITY,CA,91950,(619) 474-7011,https://www.mossynationalcity.com
MOSSY NISSAN OCEANSIDE,3535 COLLEGE BLVD,OCEANSIDE,CA,92056,(760) 720-9797,https://www.mossynissanoceanside.com
MOSSY NISSAN POWAY,14100 POWAY RD,POWAY,CA,92064,(858) 668-3600,https://www.mossypoway.com
MY NISSAN,222 AUTO CENTER CIR,SALINAS,CA,93907,(831) 444-8888,https://www.mynissan.org
NAPA NISSAN,510 SOSCOL AVE,NAPA,CA,94559,(707) 253-1551,https://www.napanissan.com
NISSAN OF ALHAMBRA,1811 WEST MAIN STREET,ALHAMBRA,CA,91801,(626) 281-4000,https://www.nissanofalhambra.com
NISSAN OF BAKERSFIELD,2800 PACHECO RD,BAKERSFIELD,CA,93313,(661) 835-8600,https://www.nissanofbakersfield.com
NISSAN OF BUENA PARK,6501 AUTO CENTER DRIVE,BUENA PARK,CA,90621,(714) 690-3100,https://www.buenaparknissan.com
NISSAN OF COSTA MESA,1425 BAKER ST,COSTA MESA,CA,92626,(714) 444-4220,https://www.nisssanofcostamesa.com
NISSAN OF DOWNTOWN LA,635 W WASHINGTON BLVD,LOS ANGELES,CA,90015,(213) 748-4501,https://www.downtownnissan.com
NISSAN OF ELK GROVE,8590 LAGUNA GROVE RD,ELK GROVE,CA,95757,(916) 405-5000,https://www.nissanofelkgrove.com
NISSAN OF GILROY,6807 AUTOMALL PARKWAY,GILROY,CA,95020,(408) 842-1777,https://www.nissanofgilroy.com
NISSAN OF IRVINE,32 AUTO CENTER DR,IRVINE,CA,92618,(949) 951-7575,https://www.nissanofirvine.com/
NISSAN OF MISSION HILLS,11000 SEPULVEDA BLVD,MISSION HILLS,CA,91345,(818) 838-4444,https://www.nissanofmissionhills.com
NISSAN OF ORANGE,1140 W KATELLA AVE,ORANGE,CA,92867,(714) 633-8430,https://www.nissanorange.com
NISSAN OF REDLANDS,1665 INDUSTRIAL PARK AVE,REDLANDS,CA,92374,(909) 793-3377,https://www.nissanofredlands.com
NISSAN OF SAN BERNARDINO,735 WEST SHOWCASE DRIVE S,SAN BERNARDINO,CA,92408,(909) 885-3883,https://www.nissanofsb.com
NISSAN OF SERRAMONTE,650 SERRAMONTE BLVD,COLMA,CA,94014,(650) 488-2850,https://www.nissanofserramonte.com
NISSAN OF STOCKTON,3077 E HAMMER LANE,STOCKTON,CA,95212,(209) 307-9260,https://www.nissanofstockton.com
NISSAN OF THOUSAND OAKS,3570 THOUSAND OAKS BLVD,WESTLAKE VILLAGE,CA,91362,(805) 494-1200,https://www.nissanthousandoaks.com
NISSAN OF TORRANCE,20550 HAWTHORNE BLVD,TORRANCE,CA,90503,(310) 536-4000,https://www.nissanoftorrance.com
NISSAN OF TUSTIN,30 AUTO CENTER DRIVE,TUSTIN,CA,92782,(714) 669-8282,https://www.nissanoftustin.com
NISSAN OF VACAVILLE,671 ORANGE DRIVE,VACAVILLE,CA,95687,(707) 455-4500,https://www.vacavillenissan.com
NISSAN OF VALENCIA,24055 MAGIC MOUNTAIN PKWY,VALENCIA,CA,91355,(661) 505-7800,https://www.nissanofvalencia.com
NISSAN OF VAN NUYS,5425 VAN NUYS BOULEVARD,SHERMAN OAKS,CA,91401,(818) 787-8400,https://www.nissanofvannuys.com
NISSAN OF VISALIA,830 S BEN MADDOX WAY,VISALIA,CA,93292,(559) 734-3333,https://www.nissanofvisalia.com
NISSAN OF YUBA CITY,1340 BRIDGE STREET,YUBA CITY,CA,95993,(530) 491-5900,https://www.yubacitynissan.com
PALM SPRINGS NISSAN,68-177 KYLE ROAD,CATHEDRAL CITY,CA,92234,(760) 328-2828,https://www.palmspringsnissan.com
PEDDER NISSAN,200 CARRIAGE CIRCLE,HEMET,CA,92545,(951) 766-1446,https://www.peddernissan.com
PREMIER NISSAN OF FREMONT,5701 CUSHING PARKWAY,FREMONT,CA,94538,(510) 668-8700,https://www.premiernissanoffremont.com
PUENTE HILLS NISSAN,17320 E GALE AVENUE,CITY OF INDUSTRY,CA,91748,(626) 626-2600,https://www.puentehillsnissan.com
RACEWAY NISSAN,6030 SYCAMORE CANYON BLVD,RIVERSIDE,CA,92507,(951) 571-9300,https://www.racewaynissan.com
RAZZARI NISSAN,1675 AUTO CENTER DR,MERCED,CA,95340,(209) 383-0100,https://www.razzarinissan.com
REDWOOD CITY NISSAN,543 EL CAMINO REAL,REDWOOD CITY,CA,94063,(650) 241-2525,https://www.redwoodcitynissan.com
RIVERSIDE NISSAN,8330 INDIANA AVE,RIVERSIDE,CA,92504,(951) 688-9420,https://www.nissanriverside.com
SAN LEANDRO NISSAN,1152 MARINA BLVD,SAN LEANDRO,CA,94577,(510) 347-3030,https://www.sanleandronissan.com
SANTA MARIA NISSAN,1001 E BATTLES RD # B&D,SANTA MARIA,CA,93454,(805) 925-0077,https://www.santamarianissan.com
SELMA NISSAN,2525 HIGHLAND AVE,SELMA,CA,93662,(559) 891-2702,https://www.selmanissan.com
STEVENS CREEK NISSAN,4855 STEVENS CREEK BLVD,SANTA CLARA,CA,95051,(408) 983-5900,https://www.stevenscreeknissan.com
SURF CITY NISSAN,17331 BEACH BLVD,HUNTINGTON BEACH,CA,92647,(714) 500-6000,https://www.surfcitynissan.com
TEAM NISSAN,1801 AUTO CENTER DR,OXNARD,CA,93036,(805) 485-8787,https://www.teamnissandirect.com
TEMECULA NISSAN,26825 AUTO MALL PARKWAY,MURRIETA,CA,92562,(951) 972-8400,https://www.temeculanissan.com
TORRE NISSAN,79-125 HIGHWAY 111,LA QUINTA,CA,92253,(760) 777-8999,https://www.torrenissan.com
TRACY NISSAN,3195 N NAGLEE RD,TRACY,CA,95304,(209) 820-6000,https://www.tracynissan.net
UNITED NISSAN IMPERIAL,2361 HWY 86,IMPERIAL,CA,92251,(760) 352-2900,https://www.unitednissanimperial.com
VALLEY HI NISSAN,15722 VALLEY PARK LANE,VICTORVILLE,CA,92394,(760) 241-1700,https://www.valleyhinissan.com
ALPINE NISSAN OF DENVER,2400 W 104TH AVE,DENVER,CO,80234,(303) 578-6116,https://www.alpinenissan.com
BOULDER NISSAN,2285 28TH ST,BOULDER,CO,80301,(303) 443-8110,https://www.bouldernissan.com
DAVE SOLON NISSAN,2525 W US HIGHWAY 50,PUEBLO,CO,81008,(719) 545-4145,https://www.davesolonnissan.com
EMPIRE LAKEWOOD NISSAN,14707 W. COLFAX AVE,LAKEWOOD,CO,80401,(303) 232-8881,https://www.empirelakewoodnissan.com
FORT COLLINS NISSAN,5721 S COLLEGE AVE,FORT COLLINS,CO,80525,(970) 282-1400,https://www.fortcollinsnissan.com
GREELEY NISSAN,2625 35TH AVE,GREELEY,CO,80634,(970) 353-5333,https://www.greeleynissan.com
MCDONALD NISSAN,1320 PLUM VALLEY LANE,HIGHLANDS RANCH,CO,80129,(720) 274-5200,https://www.mcdonaldnissanhr.com
MONTROSE NISSAN,100 MERCHANT DR,MONTROSE,CO,81401,(970) 249-4576,https://www.montrosenissan.com
RED ROCK NISSAN,2582 HWY 6 AND 50,GRAND JUNCTION,CO,81501,(970) 644-8020,https://www.redrocknissan.com
SCHOMP NISSAN,5067 S WADSWORTH BLVD,LITTLETON,CO,80123,(303) 904-7700,https://www.schompnissan.com
SOUTH COLORADO SPRINGS NISSAN,1333 S ACADEMY BLVD,COLORADO SPRINGS,CO,80916,(719) 550-3030,https://www.scsnissan.com
TYNAN'S NISSAN,780 SOUTH HAVANA STREET,AURORA,CO,80012,(303) 341-7330,https://www.tynansnissanaurora.com
VALLEY NISSAN,1005 KEN PRATT BLVD,LONGMONT,CO,80501,(303) 776-0443,https://www.valleynissan.com
WOODMEN NISSAN,6840 VINCENT DR,COLORADO SPRINGS,CO,80918,(719) 234-1000,https://www.woodmennissan.com
BARBERINO NISSAN,505 N COLONY ST,WALLINGFORD,CT,6492,(203) 265-1611,https://www.barberinonissan.com
BERTERA NISSAN MANCHESTER,"30, 54, 80 TOLLAND TPK",MANCHESTER,CT,6042,(860) 643-4165,https://www.berteranissanmanchester.com
CRABTREE NISSAN,2191 STRAITS TURNPIKE,MIDDLEBURY,CT,6762,(203) 758-8221,https://www.crabtreenissan.com
CROWLEY NISSAN,1451 FARMINGTON AVE,BRISTOL,CT,6010,(860) 540-0555,https://www.crowleynissan.com
D'ADDARIO NISSAN,329 BRIDGEPORT AVE,SHELTON,CT,6484,(203) 929-5391,https://www.daddarionissan.com
DANBURY NISSAN,13 SUGAR HOLLOW ROAD,DANBURY,CT,6810,(203) 586-4200,https://www.nissandanbury.com
EXECUTIVE NISSAN,900 UNIVERSAL DR N,NORTH HAVEN,CT,6473,(203) 239-5371,https://www.executivenissan.com
GATES NISSAN,143 BOSTON POST RD,NORTH WINDHAM,CT,6256,(860) 456-0055,https://www.gatesnissan.com
GEORGE HARTE NISSAN,426 DERBY AVE,WEST HAVEN,CT,6516,(203) 389-5701,https://www.georgehartenissan.com
GIRARD NISSAN,425 GOLD STAR HWY,GROTON,CT,6340,(860) 448-0050,https://www.girardnissan.com
HARTE NISSAN,165 W SERVICE RD,HARTFORD,CT,6120,(860) 549-2800,https://www.hartenissan.com
LIA NISSAN OF ENFIELD,10 PALOMBA DR,ENFIELD,CT,6082,(860) 253-6827,https://www.lianissanenfield.com
MIDDLETOWN NISSAN,1153 NEWFIELD ST,MIDDLETOWN,CT,6457,(860) 632-6550,https://www.middletownnissan.com
NISSAN OF NORWICH,691 W THAMES ST,NORWICH,CT,6360,(860) 892-6000,https://www.nissanofnorwich.com
NISSAN OF OLD SAYBROOK,295 MIDDLESEX TPKE,OLD SAYBROOK,CT,6475,(860) 388-5785,https://www.nissanoos.com
OCEAN NISSAN MILFORD,688 BRIDGEPORT AVE,MILFORD,CT,6460,(203) 877-5141,https://www.oceannissanmilford.com
PAUL MILLER NISSAN,930 KINGS HWY E,FAIRFIELD,CT,6825,(203) 367-5050,https://www.getmillerized.com
ROUTE 7 NISSAN,978 DANBURY RD,WILTON,CT,6897,(203) 544-8371,https://www.route7nissan.com
HERTRICH NISSAN JEEP-EAGLE,1378 S DUPONT HWY,DOVER,DE,19901,(302) 678-4553,https://www.hertrichnissan.com
HERTRICH NISSAN OF NEWARK,300 E CLEVELAND AVE,NEWARK,DE,19711,(302) 368-6300,https://www.hertrichnissannewark.com
SHERIDAN NISSAN,114 S DUPONT HWY,NEW CASTLE,DE,19720,(302) 326-6100,https://www.sheridannissan.com
ALAN JAY NISSAN,1700 FLARE ROAD,SEBRING,FL,33872,(863) 402-4280,https://www.alanjaynissan.com
AUTONATION NISSAN MIAMI,3345 SW 8TH ST,MIAMI,FL,33135,(305) 707-0145,https://www.autonationnissanmiami.com
AUTONATION NISSAN PEMBROKE PINES,8890 PINES BLVD,PEMBROKE PINES,FL,33024,(954) 949-0421,https://www.autonationnissanpembrokepines.com
BECK NISSAN,252 N HIGHWAY 17,PALATKA,FL,32177,(386) 328-2775,https://www.becknissan.com
BELLA NISSAN OF VENICE,700 US HWY 41 BYPASS S,VENICE,FL,34285,(941) 485-1531,https://www.bellanissanvenice.com
BILL RAY NISSAN,2724 N HIGHWAY 17/92,LONGWOOD,FL,32750,(407) 831-1318,https://www.billraynissan.com
BRANDON NISSAN,9920 ADAMO DR,TAMPA,FL,33619,(813) 365-7144,https://www.nissanofbrandon.com
COGGIN NISSAN,10600 ATLANTIC BLVD,JACKSONVILLE,FL,32225,(904) 642-7900,https://www.cogginnissanatlantic.com
COGGIN NISSAN AT THE AVENUES,10859 PHILIPS HWY,JACKSONVILLE,FL,32256,(904) 880-3000,https://www.nissanattheavenues.com
CORAL SPRINGS NISSAN,9350 W ATLANTIC BLVD,CORAL SPRINGS,FL,33071,(954) 753-1700,https://www.coralspringsnissan.com
COURTESY NISSAN OF TAMPA,3800 W HILLSBOROUGH AVE,TAMPA,FL,33614,(813) 574-2567,https://www.courtesynissanoftampa.com
CROWN NISSAN,5151 34TH ST N,SAINT PETERSBURG,FL,33714,(727) 527-8411,https://www.crownnissan.com
DAVIS NISSAN OF JACKSONVILLE,1726 CASSAT AVE,JACKSONVILLE,FL,32210,(904) 389-3621,https://www.davisnissanjacksonville.com
DAYTONA NISSAN,950 N TOMOKA FARMS RD,DAYTONA BEACH,FL,32124,(386) 274-6800,https://www.daytonanissan.com
DELAND NISSAN,2600 S WOODLAND BLVD,DELAND,FL,32720,(386) 734-3003,https://www.delandnissan.com
GAINESVILLE NISSAN,3915 N MAIN ST,GAINESVILLE,FL,32609,(352) 371-2023,https://www.gainesvillenissan.com
GETTEL NISSAN OF SARASOTA,3530 BEE RIDGE RD,SARASOTA,FL,34239,(941) 921-2655,https://www.gettelnissan.com
GREENACRES NISSAN,5353 LAKE WORTH ROAD,GREENACRES,FL,33463,(561) 537-5300,https://www.greenacresnissan.com
GRIECO NISSAN,2200 S FEDERAL HWY,DELRAY BEACH,FL,33483,(561) 666-4914,https://www.grieconissan.com
HARBOR NISSAN,4336 TAMIAMI TRL,PORT CHARLOTTE,FL,33980,(941) 629-1171,https://www.harbornissan.com
HGREG NISSAN KENDALL,17305 S DIXIE HWY,PALMETTO BAY,FL,33157,(305) 707-0144,https://www.nissankendall.com
HILL NISSAN,6401 CYPRESS GARDENS BLVD,WINTER HAVEN,FL,33884,(863) 299-2161,https://www.hillnissan.com
I-95 NISSAN,3870 W BLUE HERON BLVD,RIVIERA BEACH,FL,33404,(561) 848-0688,https://www.I95nissan.com
JENKINS NISSAN,4401 STATE ROAD 33 N,LAKELAND,FL,33805,(863) 686-2800,https://www.jenkinsnissan.com
JENKINS NISSAN OF HOMOSASSA,1785 S SUNCOAST BLVD,HOMOSASSA,FL,34448,(352) 628-4300,https://www.jenkinsnissanofhomosassa.com
JENKINS NISSAN OF LEESBURG,8865 US HIGHWAY 441,LEESBURG,FL,34788,(352) 343-5111,https://www.jenkinsnissanofleesburg.com
JOHN LEE NISSAN,120 EAST 23RD ST,PANAMA CITY,FL,32405,(850) 785-9561,https://www.johnleenissan.com
KRAFT NISSAN,3277 MAHAN DR,TALLAHASSEE,FL,32308,(850) 576-6171,https://www.kraftnissan.com
LEE NISSAN,235 MIRACLE STRIP PKWY SW,FORT WALTON BEACH,FL,32548,(850) 243-3123,https://www.leenissanfwb.com
LOKEY NISSAN,27758 US HIGHWAY 19 N,CLEARWATER,FL,33761,(727) 789-8100,https://www.lokeynissan.com
LORENZO NISSAN,30505 S DIXIE HWY,HOMESTEAD,FL,33030,(786) 652-1020,https://www.lorenzonissan.com
LORENZO NISSAN FT LAUDERDALE,1051 S FEDERAL HWY,FORT LAUDERDALE,FL,33316,(954) 527-3400,https://www.lorenzonissanftlauderdale.com
MARIANNA NISSAN,4770 HWY 90,MARIANNA,FL,32446,(850) 482-6317,https://www.mariannanissan.com
MAUS NISAN OF NEW PORT RICHEY,3939 US HIGHWAY 19 SOUTH,NEW PORT RICHEY,FL,34652,(727) 815-3095,https://www.mausnissan.com
MAUS NISSAN OF BROOKSVILLE,15220 WISCON ROAD,BROOKSVILLE,FL,34601,(352) 423-6287,https://www.mausnissanofbrooksville.com
MAUS NISSAN OF NORTH TAMPA,11011 N FLORIDA AVE,TAMPA,FL,33612,(813) 933-6641,https://www.mausnissantampa.com
MIKE ERDMAN NISSAN,4640 HIGHWAY 520,COCOA,FL,32926,(321) 453-2050,https://www.mikeerdmannissan.com
